-0.08333337361790437-1.841675811944026*I,0.08333337445123812+1.8416758303607843*I
0.009849329714497248,0.22384835172758433
0.010103935260447689,0.22453184478064991
0.010359603475239221,0.22520872224243432
0.010616324877766457,0.2258792046590301
0.010874090311318696,0.2265435009559097
0.011132890926773378,0.22720180928072017
0.01139271816699733,0.22785431776908263
0.011653563752343353,0.22850120524179027
0.01191541966714815,0.22914264184080207
0.012178278147141357,0.22977878961044274
0.012442131667691226,0.2304098030295032
0.012706972932813846,0.23103582949919188
0.01297279486488581,0.2316570097913516
0.013239590595001533,0.2322734784608202
0.013507353453925262,0.23288536422537234
0.01377607696359112,0.23349279031632575
0.014045754829109457,0.2340958748025114
0.014316380931240378,0.23469473089005033
0.014587949319301815,0.23528946720011482
0.014860454204478407,0.23588018802661154
0.015133889953503721,0.2364669935755275
0.01540825108268912,0.237049980187528
0.015683532252275416,0.23762924054519674
0.015959728261084445,0.2382048638662061
0.016236834041451563,0.23877693608356143
0.01651484465441967,0.2393455400139749
0.016793755285177445,0.23991075551528374
0.01707356123872667,0.24047265963380388
0.017354257935764193,0.2410313267423736
0.01763584090876333,0.24158682866979508
0.017918305798245826,0.24213923482234392
0.018201648349228734,0.24268861229790145
0.01848586440783886,0.24323502599327068
0.018770949918083,0.2437785387051638
0.019056900918765912,0.24431921122530476
0.019343713540546443,0.24485710243006856
0.019631384003125318,0.24539226936503244
0.01991990861255519,0.24592476732478413
0.020209283758669056,0.2464546499283235
0.020499505912616883,0.24698196919032755
0.020790571624507943,0.24750677558857329
0.021082477521150715,0.24802911812775918
0.021375220303887367,0.24854904439996384
0.021668796746515038,0.24906660064194286
0.02196320369329319,0.24958183178948684
0.022258438057028266,0.2500947815289938
0.022554496817235894,0.25060549234645485
0.022851377018373677,0.25111400557399577
0.023149075768142718,0.2516203614341203
0.023447590235853945,0.2521245990818059
0.023746917650856347,0.25262675664456113
0.024047055301023912,0.253126871260581
0.024348000531298538,0.25362497911509074
0.02464975074228614,0.25412111547499977
0.02495230338890463,0.25461531472195353
0.02525565597907896,0.25510761038386714
0.02555980607248427,0.2555980351650388
0.0258647512793315,0.2560866209749038
0.026170489259197034,0.25657339895551967
0.026477017719891586,0.2570583995078406
0.02678433441636855,0.25754165231684606
0.027092437149668504,0.25802318637558697
0.027401323765900352,0.2585030300082077
0.02771099215525506,0.2589812108919901
0.02802144025105332,0.2594577560784789
0.028332666028822638,0.2599326920137221
0.028644667505406216,0.26040604455768845
0.028957442738098742,0.26087783900288597
0.02927098982381098,0.2613481000922316
0.02958530689826007,0.2618168520362083
0.029900392135185236,0.2622841185293334
0.03021624374558774,0.26274992276598697
0.030532859976995064,0.263214287455622
0.03085023911274624,0.2636772348373836
0.031168379471299766,0.2641387866941683
0.031487279405562056,0.2645989643661546
0.03180693730223599,0.26505778876381714
0.032127351581188464,0.2655152803804599
0.032448520694836766,0.2659714593042798
0.03277044312755267,0.26642634522999353
0.03309311739508444,0.2668799574700389
0.033416542043993684,0.2673323149653642
0.03374071565111036,0.2677834362958409
0.03406563682300177,0.268233339690302
0.034391304195457315,0.26868204303622534
0.03471771643298645,0.26912956388907594
0.035044872228332205,0.26957591948133053
0.035372770301996564,0.27002112673118533
0.035701409401779724,0.2704652022509671
0.03603078830233146,0.27090816235526183
0.03636090580471443,0.2713500230687624
0.0366917607359798,0.2717908001338651
0.03702335194875372,0.2722305090180043
0.03735567832083416,0.27266916492074816
0.03768873875480001,0.27310678278066763
0.03802253217762796,0.2735433772819724
0.03835705754032217,0.27397896286094636
0.038692313817550276,0.27441355371216114
0.03902830000729222,0.2748471637945108
0.03936501513049459,0.2752798068370385
0.03970245823073665,0.2757114963445947
0.04004062837390222,0.27614224560330863
0.04037952464786247,0.27657206768590237
0.040719146162163794,0.27700097545683006
0.04105949204772562,0.2774289815772686
0.04140056145654448,0.2778560985099562
0.041742353561405966,0.2782823385238835
0.0420848675556028,0.2787077136988453
0.04242810265266125,0.27913223592986075
0.042772058086072415,0.279555916931459
0.043116733109031184,0.279978768241841
0.043462126994181186,0.28040080122692357
0.04380823903336517,0.28082202708426224
0.04415506853738236,0.2812424568468648
0.04450261483575001,0.2816621013868924
0.04485087727647305,0.28208097141926614
0.045199855225815766,0.28249907750515624
0.04554954806808165,0.2829164300553871
0.04589995520539685,0.2833330393337436
0.046251076057499604,0.28374891546018666
0.04660291006153275,0.28416406841397607
0.046955456671843525,0.2845785080367177
0.04730871535978498,0.28499224403531653
0.047662685613525324,0.2854052859848649
0.0480173669378579,0.28581764333143733
0.04837275885401857,0.2862293253948242
0.04872886089950517,0.2866403413711868
0.04908567262790201,0.28705070033564317
0.04944319360870798,0.28746041124479
0.04980142342716853,0.28786948293915415
0.0501603616841107,0.2882779241455831
0.0505200079957838,0.2886857434795791
0.05088036199370052,0.28909294944756264
0.051241423324485065,0.2894995504490934
0.051603191649721165,0.28990555477902036
0.05196566664580603,0.2903109706295882
0.052328848003805974,0.2907158060924884
0.05269273542931621,0.2911200691608591
0.05305732864232253,0.29152376773123545
0.053422627377067364,0.29192690960545487
0.053788631381917314,0.29232950249251244
0.054155340419234616,0.2927315540103732
0.054522754265250946,0.29313307168774316
0.05489087270994387,0.29353406296579254
0.05525969555691631,0.2939345351998455
0.05562922262327769,0.2943344956610196
0.05599945373952931,0.29473395153784104
0.05637038874945015,0.2951329099378064
0.05674202750998684,0.2955313778889222
0.05711436989114445,0.2959293623411958
0.05748741577588143,0.2963268701681068
0.05786116506000488,0.29672390816802957
0.058235617652069506,0.2971204830656361
0.058610773473277776,0.2975166015132575
0.058986632457382636,0.2979122700922219
0.05936319455059268,0.29830749531415923
0.05974045971147843,0.29870228362227796
0.06011842791088141,0.2990966413926117
0.06049709913182443,0.299490574935241
0.06087647336942505,0.29988409049548825
0.06125655063080876,0.3002771942550824
0.06163733093502687,0.3006698923333069
0.062018814312973035,0.30106219078811225
0.06240100080730446,0.3014540956172148
0.06278389047236234,0.30184561275916444
0.06316748337409618,0.30223674809439555
0.06355177958998792,0.30262750744625166
0.06393677920897906,0.30301789658199074
0.0643224823313978,0.3034079212137669
0.06470888906889032,0.30379758699959813
0.06509599954435054,0.3041868995443062
0.06548381389185393,0.304575864400443
0.06587233225659046,0.30496448706919255
0.06626155479480131,0.30535277300126057
0.06665148167371605,0.3057407275977467
0.06704211307149005,0.30612835621098833
0.06743344917714499,0.30651566414540155
0.06782549019050998,0.3069026566582958
0.06821823632216407,0.3072893389606787
0.06861168779337994,0.30767571621803913
0.06900584483606867,0.3080617935511193
0.06940070769272645,0.30844757603666956
0.06979627661638181,0.30883306870819077
0.07019255187054493,0.30921827655666134
0.07058953372915641,0.3096032045312472
0.07098722247653955,0.3099878575400041
0.07138561840735182,0.3103722404505626
0.07178472182653858,0.31075635809080066
0.07218453304928742,0.3111402152495054
0.07258505240098351,0.31152381667701845
0.07298628021716669,0.31190716708587607
0.0733882168434886,0.31229027115142916
0.07379086263567197,0.3126731335124603
0.07419421795947002,0.3130557587717822
0.0745982831906268,0.31343815149682885
0.07500305871484013,0.31382031622023815
0.07540854492772282,0.31420225744041763
0.0758147422347679,0.31458397962210816
0.0762216510513116,0.3149654871969286
0.07662927180250015,0.31534678456391874
0.07703760492325597,0.31572787609007047
0.07744665085824483,0.3161087661108454
0.07785641006184359,0.3164894589306869
0.07826688299811094,0.31686995882352753
0.07867807014075558,0.31725027003327766
0.07908997197310855,0.31763039677431537
0.07950258898809369,0.318010343231961
0.07991592168820161,0.3183901135629499
0.08032997058546128,0.31876971189588943
0.08074473620141599,0.3191491423317175
0.08116021906709711,0.3195284089441457
0.08157641972300045,0.31990751578009896
0.08199333871906198,0.32028646686014567
0.08241097661463652,0.3206652661789253
0.0828293339784744,0.32104391770556284
0.08324841138870155,0.321422425384082
0.08366820943279728,0.3218007931338051
0.08408872870757665,0.32217902484975613
0.08450996981916993,0.32255712440304835
0.08493193338300502,0.32293509564127
0.08535462002378945,0.32331294238886366
0.085778030375494,0.3236906684474991
0.08620216508133607,0.3240682775964409
0.08662702479376409,0.3244457735929075
0.08705261017444303,0.3248231601724306
0.08747892189424046,0.3252004410492044
0.08790596063321181,0.3255776199164281
0.08833372708058898,0.32595470044664915
0.08876222193476736,0.32633168629209736
0.08919144590329375,0.32670858108501055
0.08962139970285564,0.32708538843796253
0.09005208405927369,0.32746211194419095
0.09048349970748708,0.32783875517789673
0.09091564739154735,0.32821532169456347
0.09134852786460944,0.32859181503126356
0.09178214188892414,0.32896823870695946
0.09221649023582976,0.32934459622279916
0.09265157368574685,0.32972089106241265
0.09308739302817061,0.33009712669219615
0.09352394906166646,0.3304733065616021
0.09396124259386464,0.33084943410341644
0.09439927444145516,0.3312255127340352
0.09483804543018558,0.3316015458537416
0.09527755639485581,0.33197753684697023
0.09571780817931728,0.33235348908257767
0.09615880163646903,0.3327294059141003
0.09660053762825736,0.33310529068001526
0.09704301702567425,0.33348114670399587
0.097486240708757,0.3338569772951616
0.097930209566588,0.33423278574832815
0.09837492449729508,0.3346085753442493
0.09882038640805331,0.3349843493498638
0.0992665962150862,0.3353601110185306
0.0997135548436675,0.3357358635902656
0.1001612632281244,0.336111610291974
0.10060972231184008,0.33648735433768073
0.1010589330472577,0.3368630989287556
0.101508896395885,0.3372388472541413
0.10195961332829796,0.33761460249056924
0.10241108482414675,0.3379903678027824
0.1028633118721614,0.3383661463437497
0.1033162954701575,0.338741941254879
0.10377003662504337,0.33911775566622804
0.1042245363528264,0.33949359269671164
0.10467979567862246,0.33986945545431124
0.10513581563666174,0.34024534703627274
0.1055925972702995,0.3406212705293121
0.1060501416320232,0.34099722900981
0.10650844978346442,0.3413732255440132
0.10696752279540618,0.3417492631882222
0.10742736174779646,0.3421253449889904
0.1078879677297564,0.3425014739833068
0.10834934183959433,0.3428776531987904
0.10881148518481591,0.3432538856538708
0.10927439888213725,0.34363017435797316
0.10973808405749819,0.3440065223117021
0.11020254184607552,0.34438293250701923
0.11066777339229608,0.34475940792742055
0.11113377984985195,0.34513595154811305
0.11160056238171526,0.3455125663361907
0.1120681221601534,0.34588925525080494
0.11253646036674395,0.34626602124333455
0.11300557819239188,0.3466428672575557
0.11347547683734567,0.3470197962298095
0.113946157511215,0.3473968110891672
0.11441762143298717,0.3477739147575928
0.11488986983104663,0.3481511101501075
0.11536290394319205,0.3485284001749488
0.11583672501665662,0.34890578773373104
0.11631133430812632,0.3492832757216023
0.1167867330837604,0.3496608670274003
0.11726292261921166,0.350038564533809
0.11773990419964736,0.3504163711175107
0.11821767911976953,0.3507942896493372
0.11869624868383823,0.3511723229944229
0.1191756142056931,0.351550474012355
0.11965577700880628,0.35192874555740816
0.12013673842618285,0.35230714047833267
0.12061849980056794,0.3526856616190388
0.12110106248434872,0.35306431181838366
0.1215844278396099,0.35344309391040385
0.12206859723815804,0.35382201072445774
0.12255357206154742,0.35420106508536625
0.12303935370110454,0.35458025981355024
0.1235259435579567,0.3549595977251743
0.12401334304305653,0.35533908163227995
0.12450155357720986,0.3557187143429219
0.12499057659110471,0.3560984986613097
0.12548041352533734,0.3564784373879344
0.12597106583044212,0.3568585333197076
0.12646253496692045,0.35723878925009184
0.12695482240527,0.3576192079692336
0.1274479296260153,0.3579997922640936
0.1279418581197367,0.35838054491857496
0.1284366093871038,0.3587614687136566
0.12893218493890368,0.3591425664275153
0.12942858629607606,0.35952384083566
0.12992581498974284,0.3599052947110523
0.13042387256124335,0.3602869308242376
0.13092276056216492,0.36066875194346387
0.13142248055437908,0.3610507608348116
0.1319230341100747,0.36143296026231525
0.1324244228117928,0.3618153529880853
0.1329266482524616,0.3621979417724309
0.13342971203543227,0.3625807293739808
0.1339336157745155,0.3629637185498057
0.13443836109401794,0.3633469120555372
0.13494394962877856,0.3637303126454863
0.13545038302420762,0.36411392307276436
0.13595766293632364,0.3644977460893999
0.13646579103179257,0.3648817844464563
0.1369747689879667,0.36526604089415005
0.13748459849292446,0.36565051818196603
0.13799528124551014,0.36603521905877434
0.1385068189553748,0.3664201462729452
0.13901921334301728,0.366805302572465
0.1395324661398258,0.3671906907050496
0.14004657908811963,0.36757631341825847
0.14056155394119316,0.3679621734596109
0.14107739246335643,0.36834827357669364
0.14159409642998158,0.36873461651727957
0.14211166762754546,0.36912120502943735
0.14263010785367436,0.36950804186164216
0.1431494189171893,0.36989512976288885
0.14366960263815282,0.37028247148280424
0.14419066084791324,0.37067006977175454
0.14471259538915351,0.37105792738095944
0.1452354081159366,0.37144604706259876
0.14575910089375532,0.3718344315699259
0.14628367559957878,0.37222308365737383
0.14680913412190338,0.37261200608066813
0.14733547836080008,0.37300120159693173
0.14786271022796654,0.37339067296479733
0.14839083164661238,0.3737804229441011
0.14891984455215806,0.37417045429762175
0.14944975089132734,0.37456076978877095
0.14998055262283244,0.37495137218329666
0.15051225171726954,0.3753422642489947
0.15104485015717206,0.3757334487558147
0.15157834993706573,0.37612492847597123
0.152112753063522,0.37651670618404676
0.15264806155521435,0.3769087846571024
0.15318427744297242,0.37730116667478
0.15372140276984067,0.37769385501941544
0.15425943959113247,0.37808685247613716
0.1547983899744904,0.37848016183297983
0.15533825599994228,0.3788737858809864
0.15587903975996076,0.37926772741431497
0.1564207433595225,0.37966198923034616
0.15696336891616866,0.3800565741297891
0.15750691856006402,0.3804514849167855
0.15805139443405977,0.38084672439901807
0.15859679869375456,0.3812422953878164
0.1591431335075565,0.38163820069826004
0.1596904010567475,0.3820344431492897
0.1602386035355459,0.38243102556380815
0.160787743151171,0.3828279507687893
0.16133782212390876,0.38322522159538364
0.16188884268717646,0.3836228408790238
0.1624408070875898,0.38402081145953104
0.16299371758502942,0.38441913618122187
0.16354757645270943,0.3848178178930146
0.16410238597724408,0.385216859448534
0.16465814845871926,0.3856162637062215
0.16521486621075918,0.3860160335294366
0.1657725415605996,0.3864161717865684
0.16633117684915752,0.38681668135114117
0.1668907744311028,0.38721756510191907
0.1674513366749319,0.38761882592301766
0.16801286596303924,0.38802046670400586
0.16857536469179316,0.388422490340019
0.1691388352716094,0.38882489973186285
0.16970328012702632,0.3892276977861223
0.1702687016967825,0.38963088741527135
0.17083510243389194,0.39003447153777904
0.17140248480572315,0.39043845307822
0.17197085129407577,0.3908428349673805
0.1725402043952625,0.39124762014237247
0.1731105466201859,0.3916528115467371
0.17368188049442201,0.3920584121305595
0.17425420855829934,0.39246442485057453
0.17482753336698326,0.3928708526702802
0.17540185749055792,0.39327769856004696
0.17597718351411035,0.39368496549722737
0.1765535140378148,0.3940926564662684
0.17713085167702045,0.39450077445882553
0.17770919906233404,0.39490932247386845
0.17828855883971104,0.39531830351780034
0.17886893367054071,0.3957277206045653
0.17945032623173635,0.3961375767557628
0.18003273921582522,0.39654787500076316
0.18061617533103838,0.3969586183768179
0.18120063730140268,0.3973698099291767
0.18178612786683404,0.39778145271120235
0.18237264978322765,0.3981935497844807
0.18296020582255693,0.39860610421894516
0.18354879877296407,0.3990191190929845
0.1841384314388585,0.39943259749356286
0.1847291066410132,0.3998465425163371
0.18532082721666318,0.40026095726577443
0.18591359601960253,0.4006758448552674
0.18650741592028672,0.40109120840725715
0.1871022898059305,0.4015070510533476
0.1876982205806126,0.40192337593442995
0.18829521116537556,0.4023401862007985
0.18889326449833094,0.402757485012273
0.18949238353476353,0.4031752755383208
0.19009257124723844,0.40359356095818
0.19069383062570422,0.4040123444609762
0.19129616467760463,0.40443162924585263
0.19189957642798453,0.4048514185220893
0.19250406891960176,0.40527171550923063
0.19310964521303522,0.40569252343720585
0.19371630838680037,0.4061138455464609
0.19432406153745913,0.40653568508808
0.19493290777973515,0.40695804532391366
0.19554285024662973,0.40738092952670923
0.19615389208953715,0.4078043409802363
0.19676603647836174,0.4082282829794168
0.1973792866016381,0.4086527588304564
0.1979936456666489,0.4090777718509735
0.19860911689954702,0.40950332537013134
0.1992257035454767,0.4099294227287705
0.19984340886869825,0.41035606727954316
0.20046223615271036,0.4107832623870445
0.20108218870037742,0.41121101142794936
0.20170326983405565,0.4116393177911479
0.20232548289572125,0.4120681848778805
0.20294883124709986,0.4124976161018774
0.20357331826979705,0.4129276148894946
0.20419894736542962,0.41335818467985375
0.20482572195576065,0.41378932892498443
0.2054536454828311,0.4142210510899608
0.20608272140909903,0.41465335465304914
0.2067129532175719,0.4150862431058423
0.20734434441195052,0.4155197199534133
0.2079768985167648,0.41595378871445376
0.20861061907751674,0.41638845292142146
0.20924550966082212,0.41682371612068714
0.20988157385455564,0.4172595818726834
0.21051881526799404,0.41769605375205054
0.21115723753196586,0.41813313534779095
0.21179684429899723,0.4185708302634168
0.212437639243463,0.4190091421171036
0.21307962606173694,0.41944807454184285
0.21372280847234534,0.4198876311855972
0.2143671902161205,0.4203278157114555
0.2150127750563571,0.42076863179779006
0.2156595667789685,0.42121008313841335
0.21630756919264701,0.4216521734427392
0.21695678612902297,0.4220949064359414
0.21760722144282665,0.422538285859114
0.21825887901204072,0.42298231546941384
0.21891176273811555,0.4234269990403201
0.21956587654605964,0.4238723403616529
0.22022122438465852,0.42431834323983625
0.2208778102266339,0.4247650114980457
0.22153563806881432,0.42521234897637383
0.22219471193230925,0.4256603595320031
0.2228550358626849,0.42610904703937735
0.2235166139301405,0.42655841539037465
0.22417945022968935,0.4270084684944849
0.22484354888133767,0.4274592102789839
0.22550891403026746,0.42791064468910994
0.22617554984702262,0.42836277568824777
0.2268434605276939,0.4288156072581054
0.2275126502941074,0.429269143398898
0.228183123394016,0.42972338812953303
0.22885488410128924,0.43017834548779277
0.2295279367161099,0.43063401953052466
0.23020228556516917,0.43109041433382955
0.23087793500186382,0.43154753399324935
0.23155488940649735,0.4320053826239617
0.2322331531864834,0.4324639643609754
0.23291273077654814,0.43292328335932206
0.2335936266389365,0.43338334379425436
0.2342758452636238,0.43384414986144865
0.23495939116852158,0.43430570577719874
0.2356442688996957,0.4347680157786264
0.23633048303157816,0.4352310841238809
0.23701803816718514,0.4356949150923455
0.23770693893833722,0.4361595129848479
0.23839719000588175,0.43662488212386974
0.23908879605991462,0.43709102685375567
0.23978176182001093,0.4375579515409332
0.24047609203544962,0.43802566057412207
0.24117179148544862,0.4384941583645582
0.2418688649793963,0.4389634493462102
0.24256731735708864,0.4394335379760022
0.24326715348896844,0.43990442873404006
0.24396837827636536,0.44037612612383403
0.24467099665174177,0.4408486346725323
0.24537501357893793,0.441321958931148
0.24608043405342034,0.4417961034747923
0.24678726310253699,0.44227107290291434
0.2474955057857672,0.4427468718395322
0.24820516719498245,0.4432235049334774
0.24891625245470544,0.4437009768586376
0.2496287667225745,0.4441792923145579
0.25034271518880874,0.444658456025265
0.2510581030776653,0.4451384727416321
0.25177493564692616,0.4456193472402349
0.252493218188368,0.44610108432395246
0.2532129560280369,0.4465836888222222
0.25393415452653173,0.4470671655913029
0.2546568190792859,0.44755151951453553
0.2553809551168535,0.4480367555026068
0.2561065681052001,0.4485228784938202
0.25683366354599535,0.4490098934543643
0.25756224697690777,0.44949780537858586
0.25829232397190655,0.44998661928926886
0.2590239001415615,0.4504763402379098
0.25975698113335055,0.4509669733050013
0.26049157263197026,0.4514585236003207
0.2612276803596454,0.45195099626321
0.26196531007644747,0.45244439646287304
0.26270446758061605,0.45293872939867014
0.2634451587088786,0.4534340003004106
0.2641873893367795,0.4539302144286551
0.26493116537901157,0.4544273770750219
0.2656764927897491,0.45492549356248985
0.2664233775629866,0.45542456924571095
0.2671718257328806,0.45592460951132163
0.26792184337409664,0.4564256197782631
0.2686734366021581,0.4569276054980986
0.26942661157379993,0.4574305721553382
0.27018137448732765,0.4579345252677667
0.2709377315829775,0.4584394703867729
0.27169568914328524,0.4589454130976876
0.2724552534934547,0.4594523590201198
0.2732164310017317,0.45996031380829716
0.2739792280797855,0.4604692831514162
0.2747436511830894,0.4609792727739876
0.27550970681131065,0.4614902884361939
0.27627740150870117,0.4620023359342437
0.2770467418644968,0.46251542110073884
0.27781773451331465,0.46302954980503186
0.27859038613556353,0.46354472795360435
0.27936470345721925,0.4640609614893847
0.2801406932527431,0.46457825639628614
0.28091836234179485,0.4650966186934248
0.28169771759210166,0.4656160544395721
0.28247876591928306,0.4661365697325368
0.28326151428728935,0.4666581707095677
0.28404596970884105,0.46718086354775057
0.28483213924587497,0.46770465446441445
0.2856200300099979,0.4682295497175448
0.2864096491629405,0.4687555556061946
0.28720100391702325,0.4692826784709091
0.28799410153562116,0.46981092469414665
0.28878894933364013,0.4703403007007118
0.28958555467799535,0.4708708129581906
0.2903839249880964,0.47140246797738905
0.29118406773633954,0.4719352723127825
0.2919859904486034,0.47246923256296275
0.2927897007047534,0.4730043553710983
0.2935952061391501,0.4735406474253928
0.294402514441167,0.47407811545955847
0.29521163335571,0.47461676625328336
0.29602257068374793,0.47515660663271564
0.2968353342828462,0.475697643470945
0.29764993206770995,0.4762398836884978
0.2984663720107311,0.4767833342538302
0.29928466214254457,0.477328002183835
0.3001048105525894,0.47787389454434775
0.30092682538968113,0.4784210184506692
0.30175071486258176,0.47896938106807596
0.3025764872405926,0.4795189896123656
0.3034041508541377,0.4800698513503783
0.30423371409536437,0.4806219736005444
0.3050651854187531,0.4811753637334375
0.30589857334172593,0.48173002917232377
0.306733886445273,0.48228597739373136
0.307571133374579,0.48284321592801693
0.3084103228396625,0.483401752359945
0.3092514636160215,0.48396159432927316
0.3100945645452899,0.4845227495313474
0.3109396345358948,0.485085225717695
0.311786682563736,0.4856490306966442
0.3126357176728585,0.48621417233392966
0.31348674897614826,0.4867806585533254
0.3143397856560241,0.4873484973372699
0.31519483696515055,0.4879176967275132
0.3160519122271499,0.4884882648257608
0.3169110208373322,0.48906020979433645
0.31777217226342774,0.4896335398568449
0.3186353760463347,0.49020826329884915
0.3195006418008736,0.4907843884685556
0.3203679792165524,0.49136192377750476
0.32123739805834306,0.4919408777012776
0.3221089081674673,0.4925212587802058
0.3229825194621937,0.49310307562009603
0.3238582419386443,0.4936863368929586
0.3247360856716129,0.4942710513377509
0.3256160608153966,0.4948572277611311
0.3264981776046345,0.4954448750382181
0.3273824463551618,0.4960340021133662
0.3282688774648702,0.49662461800094404
0.32915748141458995,0.4972167317861368
0.33004826876897003,0.49781035262574125
0.3309412501773866,0.49840548974899346
0.3318364363748489,0.49900215245838697
0.3327338381829278,0.49960035013051696
0.33363346651069464,0.5002000922169321
0.3345353323556701,0.5008013882449944
0.3354394468047921,0.5014042478187587
0.33634582103539007,0.5020086806198556
0.33725446631618206,0.502614696408398
0.3381653940082765,0.5032223050238891
0.33907861556619645,0.5038315163861534
0.33999414253890947,0.5044423404962701
0.3409119865708829,0.5050547874375333
0.3418321594031468,0.5056688673764174
0.34275467287437006,0.5062845905635511
0.343679538921964,0.5069019673347261
0.3446067695831867,0.5075210081118948
0.3455363769962747,0.5081417234042022
0.3464683734015848,0.5087641238090214
0.3474027711427555,0.5093882200130107
0.34833958266788767,0.510014022793188
0.3492788205307335,0.5106415430180089
0.35022049739191485,0.5112707916484772
0.3511646260201511,0.5119017797392613
0.35211121929350897,0.5125345184398308
0.3530602902006685,0.513169018995608
0.3540118518422111,0.513805292749141
0.3549659174319238,0.5144433511412903
0.3559225002981258,0.5150832057124366
0.3568816138850126,0.5157248681037051
0.3578432717540218,0.5163683500582081
0.35880748758521797,0.5170136634223074
0.359774275178704,0.5176608201469003
0.36074364845604395,0.518309832288715
0.3617156214617188,0.518960712011638
0.3626902083645977,0.5196134715880558
0.3636674234594318,0.5202681234002153
0.36464728116837564,0.5209246799416126
0.36562979604252926,0.5215831538183989
0.36661498276350185,0.5222435577508067
0.36760285614500654,0.5229059045746052
0.36859343113447335,0.5235702072425729
0.3695867228146918,0.5242364788259957
0.37058274640547617,0.5249047325161882
0.3715815172653633,0.5255749816260444
0.3725830508933268,0.5262472395916022
0.37358736293053163,0.5269215199736479
0.3745944691621037,0.5275978364593314
0.3756043855189389,0.528276202863821
0.3766171280795357,0.5289566331319794
0.37763271307185503,0.5296391413400611
0.37865115687521705,0.5303237416974504
0.37967247602222504,0.5310104485484203
0.38069668720071903,0.5316992763739193
0.38172380725576593,0.532390239793394
0.38275385319167704,0.5330833535666344
0.3837868421740657,0.5337786325956597
0.3848227915319294,0.5344760919266228
0.3858617187597803,0.5351757467517653
0.3869036415197944,0.5358776124113827
0.38794857764401286,0.5365817043958447
0.38899654513656795,0.5372880383476347
0.39004756217595465,0.5379966300634321
0.39110164711733825,0.5387074954962304
0.39215881849489825,0.5394206507574851
0.39321909502421404,0.5401361121193035
0.3942824956045895,0.5408538960165301
0.3953490393219431,0.541574019049593
0.3964187454506904,0.5422964979859444
0.3974916334567146,0.5430213497629797
0.3985677229998627,0.543748591490282
0.3996470339365896,0.5444782404520534
0.4007295863226537,0.5452103141095925
0.4018154004158491,0.5459448301038055
0.40290449667879846,0.5466818062577752
0.40399689578178444,0.5474212605793656
0.4050926186056398,0.5481632112638803
0.40619168624468327,0.5489076766967655
0.4072941200097147,0.5496546754563669
0.4083999414310524,0.5504042263167253
0.40950917226164135,0.5511563482504411
0.4106218344802027,0.5519110604315753
0.4117379502944527,0.5526683822386158
0.41285754214436937,0.553428333257488
0.4139806327055292,0.5541909332846315
0.41510724489249823,0.5549562023301285
0.4162374018622918,0.5557241606208947
0.4173711270187736,0.5564948286051004
0.4185084440127719,0.5572682269508515
0.41964937675085945,0.5580443765564038
0.4207939493957117,0.5588232985491084
0.421942186370726,0.559605014290021
0.4230941123638867,0.5603895453774718
0.424249752331704,0.5611769136507074
0.42540913150322807,0.5619671411936018
0.42657227538413545,0.5627602503384339
0.4277392097609046,0.5635562636697522
0.42890996070505905,0.5643552040282986
0.4300845545775053,0.5651570945150253
0.4312630180329463,0.5659619584951794
0.4324453780243896,0.5667698196024787
0.43363166180773344,0.5675807017433592
0.43482189694645806,0.5683946291013224
0.4360161113163925,0.5692116261413528
0.4372143331105961,0.5700317176144444
0.43841659084431917,0.5708549285622003
0.43962291336007686,0.5716812843215395
0.4408333298309919,0.5725108105271217
0.44204786977325705,0.5733435331255793
0.44326656304091905,0.5741794783667412
0.4444894398383249,0.5750186728177724
0.4457165307240207,0.5758611433661618
0.44694786661647046,0.5767069172250338
0.4481834787999033,0.5775560219385864
0.44942339893027505,0.578408485387632
0.4506676590413564,0.5792643357952609
0.4519162915509481,0.5801236017326212
0.4531693292672361,0.5809863121248371
0.45442680539526475,0.5818524962570291
0.45568875354356775,0.5827221837804935
0.45695520773092296,0.5835954047189895
0.45822620239326906,0.5844721894751876
0.45950177239075923,0.5853525688372401
0.46078195301497227,0.5862365739855044
0.4620667799962869,0.5871242364994211
0.4633562895114073,0.5880155883645322
0.4646505181910622,0.5889106619796647
0.465949503127875,0.5898094901642785
0.46725328188440496,0.5907121061659719
0.4685618925013671,0.5916185436681586
0.4698753735060435,0.5925288367979258
0.47119376392088,0.5934430201340677
0.4725171032722784,0.5943611287153046
0.4738454315995906,0.5952831980486917
0.4751787894643155,0.596209264118222
0.4765172179595146,0.5971393633936353
0.47786075871943845,0.5980735328394282
0.4792094539293845,0.599011809924083
0.4805633463357727,0.5999542326295011
0.48192247925647885,0.6009008394606863
0.48328689659138846,0.6018516694556311
0.4846566428332229,0.6028067621954667
0.486031763078605,0.6037661578148366
0.4874123030394076,0.6047298970125417
0.48879830905436344,0.6056980210624328
0.49018982810096384,0.6066705718245768
0.49158690780763786,0.6076475917566897
0.4929895964662491,0.6086291239258739
0.4943979430448796,0.6096152120206257
0.49581199720094055,0.6106059003631545
0.4972318092946128,0.6116012339220178
0.49865743040261595,0.6126012583250655
0.5000889123323302,0.613606019872724
0.5015263076362751,0.6146155655516169
0.5029696696269528,0.6156299430485352
0.5044190523920796,0.6166492007647769
0.5058745108101995,0.6176733878308494
0.5073361005667126,0.6187025541215695
0.508803878170313,0.6197367502715536
0.5102779009698614,0.6207760276911205
